Date,Product,Category,Units Sold,Revenue,Cost,Returns,Customer Acquisition Cost,Average Order Value
2024-06-11,USB-C Hub 7-in-1,Accessories,22,879.78,330,1,193.28,39.99
2024-06-11,Mechanical Keyboard RGB,Peripherals,11,1429.89,605,0,188.13,129.99
2024-06-11,Gaming Mouse Pro,Peripherals,15,1049.85,420,0,133.58,69.99
2024-06-11,Webcam 4K,Peripherals,10,899.9,400,1,224.76,89.99
2024-06-11,Portable SSD 1TB,Storage,12,1439.88,720,1,138.68,119.99
2024-06-11,Phone Case Premium,Accessories,27,607.26,216,2,520.55,22.49
2024-06-11,Screen Protector 3-Pack,Accessories,33,445.2,132,2,685.48,13.49
2024-06-11,Wireless Charger Fast,Accessories,20,699.8,240,1,329.52,34.99
2024-06-11,Bluetooth Speaker,Audio,14,839.86,350,0,200.98,59.99
2024-06-11,Noise Cancelling Headphones,Audio,7,1399.93,630,0,114.88,199.99
2024-06-11,Tablet Stand Adjustable,Accessories,17,509.83,170,1,402.22,29.99
2024-06-11,Cable Organizer Set,Accessories,24,479.76,144,0,281.57,19.99
2024-06-12,Wireless Earbuds Pro,Audio,13,1039.87,455,0,171.63,79.99
2024-06-12,Smart Watch Ultra,Wearables,7,2099.93,1050,0,167.32,299.99
2024-06-12,Laptop Stand Premium,Accessories,10,499.9,180,0,102.84,49.99
2024-06-12,USB-C Hub 7-in-1,Accessories,18,647.84,270,1,251.58,35.99
2024-06-12,Mechanical Keyboard RGB,Peripherals,9,1169.91,495,0,167.03,129.99
2024-06-12,Gaming Mouse Pro,Peripherals,12,839.88,336,0,179.43,69.99
2024-06-12,Webcam 4K,Peripherals,8,719.92,320,0,116.0,89.99
2024-06-12,Portable SSD 1TB,Storage,10,1199.9,600,0,189.71,119.99
2024-06-12,Phone Case Premium,Accessories,22,549.78,176,0,491.13,24.99
2024-06-12,Screen Protector 3-Pack,Accessories,27,404.73,108,2,576.72,14.99
2024-06-12,Wireless Charger Fast,Accessories,16,559.84,192,0,147.41,34.99
2024-06-12,Bluetooth Speaker,Audio,11,593.9,275,0,124.77,53.99
2024-06-12,Noise Cancelling Headphones,Audio,6,1199.94,540,0,131.19,199.99
2024-06-12,Tablet Stand Adjustable,Accessories,14,419.86,140,0,279.94,29.99
2024-06-12,Cable Organizer Set,Accessories,20,399.8,120,2,415.81,19.99
2024-06-13,Wireless Earbuds Pro,Audio,16,1279.84,560,0,209.46,79.99
2024-06-13,Smart Watch Ultra,Wearables,8,2399.92,1200,0,118.92,299.99
2024-06-13,Laptop Stand Premium,Accessories,12,599.88,216,1,229.68,49.99
2024-06-13,USB-C Hub 7-in-1,Accessories,21,839.79,315,1,439.73,39.99
2024-06-13,Mechanical Keyboard RGB,Peripherals,10,1299.9,550,0,118.58,129.99
2024-06-13,Gaming Mouse Pro,Peripherals,15,1049.85,420,1,251.54,69.99
2024-06-13,Webcam 4K,Peripherals,9,809.91,360,1,182.54,89.99
2024-06-13,Portable SSD 1TB,Storage,11,1319.89,660,1,146.54,119.99
2024-06-13,Phone Case Premium,Accessories,26,649.74,208,3,516.49,24.99
2024-06-13,Screen Protector 3-Pack,Accessories,32,479.68,128,2,559.8,14.99
2024-06-13,Wireless Charger Fast,Accessories,19,664.81,228,1,193.46,34.99
2024-06-13,Bluetooth Speaker,Audio,13,779.87,325,0,283.1,59.99
2024-06-13,Noise Cancelling Headphones,Audio,7,1399.93,630,0,105.88,199.99
2024-06-13,Tablet Stand Adjustable,Accessories,17,509.83,170,1,361.03,29.99
2024-06-13,Cable Organizer Set,Accessories,23,459.77,138,1,193.09,19.99
2024-06-14,Wireless Earbuds Pro,Audio,16,1279.84,560,0,387.12,79.99
2024-06-14,Smart Watch Ultra,Wearables,8,2399.92,1200,0,146.01,299.99
2024-06-14,Laptop Stand Premium,Accessories,13,649.87,234,1,320.62,49.99
2024-06-14,USB-C Hub 7-in-1,Accessories,21,839.79,315,1,358.81,39.99
2024-06-14,Mechanical Keyboard RGB,Peripherals,10,1299.9,550,0,176.82,129.99
2024-06-14,Gaming Mouse Pro,Peripherals,15,1049.85,420,2,143.78,69.99
2024-06-14,Webcam 4K,Peripherals,9,809.91,360,0,76.91,89.99
2024-06-14,Portable SSD 1TB,Storage,11,1319.89,660,0,122.91,119.99
2024-06-14,Phone Case Premium,Accessories,27,607.26,216,3,346.27,22.49
2024-06-14,Screen Protector 3-Pack,Accessories,32,479.68,128,3,294.07,14.99
2024-06-14,Wireless Charger Fast,Accessories,19,598.33,228,1,207.5,31.49
2024-06-14,Bluetooth Speaker,Audio,14,839.86,350,1,149.37,59.99
2024-06-14,Noise Cancelling Headphones,Audio,7,1399.93,630,0,112.91,199.99
2024-06-14,Tablet Stand Adjustable,Accessories,17,458.85,170,2,386.19,26.99
2024-06-14,Cable Organizer Set,Accessories,23,459.77,138,1,352.99,19.99
2024-06-15,Wireless Earbuds Pro,Audio,11,879.89,385,1,263.62,79.99
2024-06-15,Smart Watch Ultra,Wearables,5,1499.95,750,0,98.21,299.99
2024-06-15,Laptop Stand Premium,Accessories,8,399.92,144,0,83.41,49.99
2024-06-15,USB-C Hub 7-in-1,Accessories,14,503.87,210,1,304.2,35.99
2024-06-15,Mechanical Keyboard RGB,Peripherals,7,909.93,385,0,160.63,129.99
2024-06-15,Gaming Mouse Pro,Peripherals,10,699.9,280,0,205.34,69.99
2024-06-15,Webcam 4K,Peripherals,6,539.94,240,0,94.54,89.99
2024-06-15,Portable SSD 1TB,Storage,8,959.92,480,0,104.45,119.99
2024-06-15,Phone Case Premium,Accessories,18,449.82,144,2,197.59,24.99
2024-06-15,Screen Protector 3-Pack,Accessories,22,329.78,88,3,450.23,14.99
2024-06-15,Wireless Charger Fast,Accessories,13,454.87,156,1,144.54,34.99
2024-06-15,Bluetooth Speaker,Audio,9,539.91,225,0,216.69,59.99
2024-06-15,Noise Cancelling Headphones,Audio,5,999.95,450,0,63.27,199.99
2024-06-15,Tablet Stand Adjustable,Accessories,11,329.89,110,0,259.35,29.99
2024-06-15,Cable Organizer Set,Accessories,16,319.84,96,1,187.09,19.99
2024-06-16,Wireless Earbuds Pro,Audio,10,799.9,350,0,249.2,79.99
2024-06-16,Smart Watch Ultra,Wearables,5,1349.96,750,0,105.16,269.99
2024-06-16,Laptop Stand Premium,Accessories,8,399.92,144,0,98.38,49.99
2024-06-16,USB-C Hub 7-in-1,Accessories,13,519.87,195,1,120.18,39.99
2024-06-16,Mechanical Keyboard RGB,Peripherals,6,779.94,330,0,86.88,129.99
2024-06-16,Gaming Mouse Pro,Peripherals,9,629.91,252,1,132.69,69.99
2024-06-16,Webcam 4K,Peripherals,6,485.95,240,0,141.55,80.99
2024-06-16,Portable SSD 1TB,Storage,7,839.93,420,0,113.69,119.99
2024-06-16,Phone Case Premium,Accessories,17,382.35,136,1,206.02,22.49
2024-06-16,Screen Protector 3-Pack,Accessories,20,299.8,80,0,438.95,14.99
2024-06-16,Wireless Charger Fast,Accessories,12,419.88,144,0,99.69,34.99
2024-06-16,Bluetooth Speaker,Audio,9,539.91,225,0,153.8,59.99
2024-06-16,Noise Cancelling Headphones,Audio,4,719.96,360,0,78.06,179.99
2024-06-16,Tablet Stand Adjustable,Accessories,11,329.89,110,0,128.52,29.99
2024-06-16,Cable Organizer Set,Accessories,15,269.87,90,1,175.12,17.99
2024-06-17,Wireless Earbuds Pro,Audio,15,1199.85,525,1,283.46,79.99
2024-06-17,Smart Watch Ultra,Wearables,8,2399.92,1200,1,117.12,299.99
2024-06-17,Laptop Stand Premium,Accessories,12,599.88,216,0,96.95,49.99
2024-06-17,USB-C Hub 7-in-1,Accessories,21,839.79,315,2,499.59,39.99
2024-06-17,Mechanical Keyboard RGB,Peripherals,10,1299.9,550,0,95.54,129.99
2024-06-17,Gaming Mouse Pro,Peripherals,14,979.86,392,2,192.23,69.99
2024-06-17,Webcam 4K,Peripherals,9,809.91,360,0,105.75,89.99
2024-06-17,Portable SSD 1TB,Storage,11,1319.89,660,1,243.29,119.99
2024-06-17,Phone Case Premium,Accessories,26,649.74,208,1,391.73,24.99
2024-06-17,Screen Protector 3-Pack,Accessories,31,464.69,124,1,544.2,14.99
2024-06-17,Wireless Charger Fast,Accessories,19,664.81,228,0,326.97,34.99
2024-06-17,Bluetooth Speaker,Audio,13,779.87,325,0,151.25,59.99
2024-06-17,Noise Cancelling Headphones,Audio,7,1399.93,630,0,103.85,199.99
2024-06-17,Tablet Stand Adjustable,Accessories,16,479.84,160,1,252.79,29.99
2024-06-17,Cable Organizer Set,Accessories,23,413.79,138,2,438.13,17.99
2024-06-18,Wireless Earbuds Pro,Audio,14,1007.87,490,0,183.77,71.99
2024-06-18,Smart Watch Ultra,Wearables,7,2099.93,1050,1,68.12,299.99
2024-06-18,Laptop Stand Premium,Accessories,11,549.89,198,1,247.04,49.99
2024-06-18,USB-C Hub 7-in-1,Accessories,19,759.81,285,2,345.76,39.99
2024-06-18,Mechanical Keyboard RGB,Peripherals,9,1169.91,495,0,175.72,129.99
2024-06-18,Gaming Mouse Pro,Peripherals,13,909.87,364,1,177.38,69.99
2024-06-18,Webcam 4K,Peripherals,8,719.92,320,1,107.24,89.99
2024-06-18,Portable SSD 1TB,Storage,10,1199.9,600,0,136.97,119.99
2024-06-18,Phone Case Premium,Accessories,24,599.76,192,2,348.01,24.99
2024-06-18,Screen Protector 3-Pack,Accessories,28,419.72,112,1,503.64,14.99
2024-06-18,Wireless Charger Fast,Accessories,17,594.83,204,0,314.12,34.99
2024-06-18,Bluetooth Speaker,Audio,12,719.88,300,0,246.53,59.99
2024-06-18,Noise Cancelling Headphones,Audio,6,1199.94,540,0,54.11,199.99
2024-06-18,Tablet Stand Adjustable,Accessories,15,449.85,150,0,158.68,29.99
2024-06-18,Cable Organizer Set,Accessories,21,419.79,126,0,497.66,19.99
2024-06-19,Wireless Earbuds Pro,Audio,15,1199.85,525,1,203.82,79.99
2024-06-19,Smart Watch Ultra,Wearables,8,2399.92,1200,0,167.43,299.99
2024-06-19,Laptop Stand Premium,Accessories,12,599.88,216,1,228.2,49.99
2024-06-19,USB-C Hub 7-in-1,Accessories,20,799.8,300,0,447.96,39.99
2024-06-19,Mechanical Keyboard RGB,Peripherals,10,1299.9,550,0,171.68,129.99
2024-06-19,Gaming Mouse Pro,Peripherals,14,979.86,392,1,171.1,69.99
2024-06-19,Webcam 4K,Peripherals,9,809.91,360,1,165.03,89.99
2024-06-19,Portable SSD 1TB,Storage,11,1319.89,660,0,170.72,119.99
2024-06-19,Phone Case Premium,Accessories,25,562.27,200,3,229.74,22.49
2024-06-19,Screen Protector 3-Pack,Accessories,30,449.7,120,3,312.18,14.99
2024-06-19,Wireless Charger Fast,Accessories,18,629.82,216,0,325.34,34.99
2024-06-19,Bluetooth Speaker,Audio,13,779.87,325,1,156.22,59.99
2024-06-19,Noise Cancelling Headphones,Audio,7,1259.94,630,0,93.06,179.99
2024-06-19,Tablet Stand Adjustable,Accessories,16,479.84,160,0,175.99,29.99
2024-06-19,Cable Organizer Set,Accessories,22,439.78,132,1,343.65,19.99
2024-06-20,Wireless Earbuds Pro,Audio,15,1199.85,525,1,140.4,79.99
2024-06-20,Smart Watch Ultra,Wearables,8,2399.92,1200,0,86.82,299.99
2024-06-20,Laptop Stand Premium,Accessories,12,599.88,216,1,245.93,49.99
2024-06-20,USB-C Hub 7-in-1,Accessories,20,799.8,300,2,429.81,39.99
2024-06-20,Mechanical Keyboard RGB,Peripherals,10,1169.91,550,0,225.19,116.99
2024-06-20,Gaming Mouse Pro,Peripherals,14,979.86,392,1,253.65,69.99
2024-06-20,Webcam 4K,Peripherals,9,809.91,360,1,111.37,89.99
2024-06-20,Portable SSD 1TB,Storage,11,1319.89,660,0,158.15,119.99
2024-06-20,Phone Case Premium,Accessories,26,649.74,208,0,268.4,24.99
2024-06-20,Screen Protector 3-Pack,Accessories,31,464.69,124,1,347.93,14.99
2024-06-20,Wireless Charger Fast,Accessories,18,566.84,216,1,365.96,31.49
2024-06-20,Bluetooth Speaker,Audio,13,779.87,325,1,311.8,59.99
2024-06-20,Noise Cancelling Headphones,Audio,7,1399.93,630,0,114.26,199.99
2024-06-20,Tablet Stand Adjustable,Accessories,16,479.84,160,1,239.19,29.99
2024-06-20,Cable Organizer Set,Accessories,22,395.8,132,3,319.92,17.99
2024-06-21,Wireless Earbuds Pro,Audio,15,1199.85,525,1,185.09,79.99
2024-06-21,Smart Watch Ultra,Wearables,8,2399.92,1200,0,133.31,299.99
2024-06-21,Laptop Stand Premium,Accessories,12,599.88,216,1,238.08,49.99
2024-06-21,USB-C Hub 7-in-1,Accessories,20,799.8,300,2,410.13,39.99
2024-06-21,Mechanical Keyboard RGB,Peripherals,10,1299.9,550,0,218.23,129.99
2024-06-21,Gaming Mouse Pro,Peripherals,14,979.86,392,1,278.0,69.99
2024-06-21,Webcam 4K,Peripherals,9,809.91,360,0,141.69,89.99
2024-06-21,Portable SSD 1TB,Storage,11,1319.89,660,0,200.6,119.99
2024-06-21,Phone Case Premium,Accessories,25,624.75,200,3,205.24,24.99
2024-06-21,Screen Protector 3-Pack,Accessories,30,449.7,120,3,707.61,14.99
2024-06-21,Wireless Charger Fast,Accessories,18,629.82,216,1,419.7,34.99
2024-06-21,Bluetooth Speaker,Audio,13,779.87,325,0,197.47,59.99
2024-06-21,Noise Cancelling Headphones,Audio,7,1399.93,630,0,91.96,199.99
2024-06-21,Tablet Stand Adjustable,Accessories,16,479.84,160,1,232.12,29.99
2024-06-21,Cable Organizer Set,Accessories,22,439.78,132,1,503.77,19.99
2024-06-22,Wireless Earbuds Pro,Audio,11,791.9,385,1,233.24,71.99
2024-06-22,Smart Watch Ultra,Wearables,5,1499.95,750,0,103.64,299.99
2024-06-22,Laptop Stand Premium,Accessories,8,399.92,144,0,105.9,49.99
2024-06-22,USB-C Hub 7-in-1,Accessories,14,559.86,210,1,112.38,39.99
2024-06-22,Mechanical Keyboard RGB,Peripherals,7,818.94,385,0,118.47,116.99
2024-06-22,Gaming Mouse Pro,Peripherals,10,699.9,280,1,109.01,69.99
2024-06-22,Webcam 4K,Peripherals,6,539.94,240,0,68.2,89.99
2024-06-22,Portable SSD 1TB,Storage,8,959.92,480,1,125.29,119.99
2024-06-22,Phone Case Premium,Accessories,18,449.82,144,0,162.05,24.99
2024-06-22,Screen Protector 3-Pack,Accessories,22,329.78,88,2,273.0,14.99
2024-06-22,Wireless Charger Fast,Accessories,13,454.87,156,0,242.53,34.99
2024-06-22,Bluetooth Speaker,Audio,9,539.91,225,1,97.42,59.99
2024-06-22,Noise Cancelling Headphones,Audio,5,999.95,450,0,63.52,199.99
2024-06-22,Tablet Stand Adjustable,Accessories,11,329.89,110,1,177.37,29.99
2024-06-22,Cable Organizer Set,Accessories,16,319.84,96,0,144.61,19.99
2024-06-23,Wireless Earbuds Pro,Audio,11,791.9,385,1,272.68,71.99
2024-06-23,Smart Watch Ultra,Wearables,6,1619.95,900,0,48.74,269.99
2024-06-23,Laptop Stand Premium,Accessories,9,449.91,162,1,188.49,49.99
2024-06-23,USB-C Hub 7-in-1,Accessories,15,599.85,225,1,205.94,39.99
2024-06-23,Mechanical Keyboard RGB,Peripherals,7,909.93,385,0,161.93,129.99
2024-06-23,Gaming Mouse Pro,Peripherals,10,699.9,280,1,239.97,69.99
2024-06-23,Webcam 4K,Peripherals,6,539.94,240,0,53.84,89.99
2024-06-23,Portable SSD 1TB,Storage,8,959.92,480,0,77.62,119.99
2024-06-23,Phone Case Premium,Accessories,18,449.82,144,1,365.92,24.99
2024-06-23,Screen Protector 3-Pack,Accessories,22,329.78,88,0,401.11,14.99
2024-06-23,Wireless Charger Fast,Accessories,13,454.87,156,0,258.54,34.99
2024-06-23,Bluetooth Speaker,Audio,9,539.91,225,0,166.61,59.99
2024-06-23,Noise Cancelling Headphones,Audio,5,999.95,450,0,75.12,199.99
2024-06-23,Tablet Stand Adjustable,Accessories,12,359.88,120,1,291.34,29.99
2024-06-23,Cable Organizer Set,Accessories,16,319.84,96,0,225.98,19.99
2024-06-24,Wireless Earbuds Pro,Audio,12,959.88,420,0,186.64,79.99
2024-06-24,Smart Watch Ultra,Wearables,6,1799.94,900,0,110.48,299.99
2024-06-24,Laptop Stand Premium,Accessories,10,449.91,180,0,238.35,44.99
2024-06-24,USB-C Hub 7-in-1,Accessories,17,679.83,255,2,383.7,39.99
2024-06-24,Mechanical Keyboard RGB,Peripherals,8,1039.92,440,0,103.97,129.99
2024-06-24,Gaming Mouse Pro,Peripherals,12,839.88,336,0,202.09,69.99
2024-06-24,Webcam 4K,Peripherals,7,629.93,280,0,116.05,89.99
2024-06-24,Portable SSD 1TB,Storage,9,1079.91,540,1,118.11,119.99
2024-06-24,Phone Case Premium,Accessories,21,524.79,168,1,480.3,24.99
2024-06-24,Screen Protector 3-Pack,Accessories,25,374.75,100,1,249.16,14.99
2024-06-24,Wireless Charger Fast,Accessories,15,524.85,180,0,173.97,34.99
2024-06-24,Bluetooth Speaker,Audio,11,659.89,275,1,104.72,59.99
2024-06-24,Noise Cancelling Headphones,Audio,6,1199.94,540,0,64.34,199.99
2024-06-24,Tablet Stand Adjustable,Accessories,13,389.87,130,1,273.35,29.99
2024-06-24,Cable Organizer Set,Accessories,19,379.81,114,1,305.85,19.99
2024-06-25,Wireless Earbuds Pro,Audio,16,1279.84,560,0,273.4,79.99
2024-06-25,Smart Watch Ultra,Wearables,8,2399.92,1200,0,158.08,299.99
2024-06-25,Laptop Stand Premium,Accessories,13,649.87,234,1,273.36,49.99
2024-06-25,USB-C Hub 7-in-1,Accessories,22,879.78,330,2,317.0,39.99
2024-06-25,Mechanical Keyboard RGB,Peripherals,11,1429.89,605,1,159.37,129.99
2024-06-25,Gaming Mouse Pro,Peripherals,15,1049.85,420,1,338.32,69.99
2024-06-25,Webcam 4K,Peripherals,10,899.9,400,0,99.67,89.99
2024-06-25,Portable SSD 1TB,Storage,12,1295.89,720,0,247.08,107.99
2024-06-25,Phone Case Premium,Accessories,27,674.73,216,3,269.29,24.99
2024-06-25,Screen Protector 3-Pack,Accessories,33,494.67,132,4,799.23,14.99
2024-06-25,Wireless Charger Fast,Accessories,20,699.8,240,0,181.04,34.99
2024-06-25,Bluetooth Speaker,Audio,14,839.86,350,1,345.2,59.99
2024-06-25,Noise Cancelling Headphones,Audio,7,1399.93,630,0,136.84,199.99
2024-06-25,Tablet Stand Adjustable,Accessories,17,509.83,170,1,309.87,29.99
2024-06-25,Cable Organizer Set,Accessories,24,479.76,144,1,411.62,19.99
2024-06-26,Wireless Earbuds Pro,Audio,14,1119.86,490,1,311.26,79.99
2024-06-26,Smart Watch Ultra,Wearables,7,2099.93,1050,0,127.57,299.99
2024-06-26,Laptop Stand Premium,Accessories,11,549.89,198,1,237.84,49.99
2024-06-26,USB-C Hub 7-in-1,Accessories,19,759.81,285,1,251.77,39.99
2024-06-26,Mechanical Keyboard RGB,Peripherals,9,1169.91,495,0,224.52,129.99
2024-06-26,Gaming Mouse Pro,Peripherals,13,909.87,364,1,287.14,69.99
2024-06-26,Webcam 4K,Peripherals,8,719.92,320,0,115.23,89.99
2024-06-26,Portable SSD 1TB,Storage,10,1199.9,600,0,220.74,119.99
2024-06-26,Phone Case Premium,Accessories,24,599.76,192,2,522.65,24.99
2024-06-26,Screen Protector 3-Pack,Accessories,29,434.71,116,0,658.66,14.99
2024-06-26,Wireless Charger Fast,Accessories,17,594.83,204,1,249.23,34.99
2024-06-26,Bluetooth Speaker,Audio,12,719.88,300,1,269.1,59.99
2024-06-26,Noise Cancelling Headphones,Audio,6,1199.94,540,0,82.42,199.99
2024-06-26,Tablet Stand Adjustable,Accessories,15,449.85,150,2,313.22,29.99
2024-06-26,Cable Organizer Set,Accessories,21,419.79,126,1,269.05,19.99
2024-06-27,Wireless Earbuds Pro,Audio,15,1199.85,525,1,220.41,79.99
2024-06-27,Smart Watch Ultra,Wearables,8,2399.92,1200,0,142.93,299.99
2024-06-27,Laptop Stand Premium,Accessories,12,599.88,216,1,240.76,49.99
2024-06-27,USB-C Hub 7-in-1,Accessories,21,839.79,315,0,217.11,39.99
2024-06-27,Mechanical Keyboard RGB,Peripherals,10,1299.9,550,0,104.62,129.99
2024-06-27,Gaming Mouse Pro,Peripherals,14,979.86,392,1,287.01,69.99
2024-06-27,Webcam 4K,Peripherals,9,728.92,360,1,160.08,80.99
2024-06-27,Portable SSD 1TB,Storage,11,1319.89,660,1,115.6,119.99
2024-06-27,Phone Case Premium,Accessories,26,649.74,208,1,580.01,24.99
2024-06-27,Screen Protector 3-Pack,Accessories,31,464.69,124,1,761.38,14.99
2024-06-27,Wireless Charger Fast,Accessories,19,664.81,228,0,468.63,34.99
2024-06-27,Bluetooth Speaker,Audio,13,779.87,325,1,318.31,59.99
2024-06-27,Noise Cancelling Headphones,Audio,7,1399.93,630,0,60.05,199.99
2024-06-27,Tablet Stand Adjustable,Accessories,16,479.84,160,1,315.13,29.99
2024-06-27,Cable Organizer Set,Accessories,23,459.77,138,2,330.77,19.99
2024-06-28,Wireless Earbuds Pro,Audio,15,1199.85,525,1,318.32,79.99
2024-06-28,Smart Watch Ultra,Wearables,8,2399.92,1200,0,101.43,299.99
2024-06-28,Laptop Stand Premium,Accessories,12,599.88,216,0,120.48,49.99
2024-06-28,USB-C Hub 7-in-1,Accessories,21,755.81,315,1,406.76,35.99
2024-06-28,Mechanical Keyboard RGB,Peripherals,10,1299.9,550,0,177.41,129.99
2024-06-28,Gaming Mouse Pro,Peripherals,14,979.86,392,0,289.4,69.99
2024-06-28,Webcam 4K,Peripherals,9,809.91,360,0,146.08,89.99
2024-06-28,Portable SSD 1TB,Storage,11,1319.89,660,0,194.86,119.99
2024-06-28,Phone Case Premium,Accessories,26,584.77,208,0,609.73,22.49
2024-06-28,Screen Protector 3-Pack,Accessories,31,464.69,124,1,676.38,14.99
2024-06-28,Wireless Charger Fast,Accessories,19,598.33,228,1,325.26,31.49
2024-06-28,Bluetooth Speaker,Audio,13,779.87,325,1,218.68,59.99
2024-06-28,Noise Cancelling Headphones,Audio,7,1399.93,630,0,150.02,199.99
2024-06-28,Tablet Stand Adjustable,Accessories,16,479.84,160,1,390.67,29.99
2024-06-28,Cable Organizer Set,Accessories,23,459.77,138,1,418.25,19.99
2024-06-29,Wireless Earbuds Pro,Audio,9,719.91,315,1,90.83,79.99
2024-06-29,Smart Watch Ultra,Wearables,5,1499.95,750,0,53.7,299.99
2024-06-29,Laptop Stand Premium,Accessories,7,349.93,126,0,60.17,49.99
2024-06-29,USB-C Hub 7-in-1,Accessories,12,479.88,180,1,170.17,39.99
2024-06-29,Mechanical Keyboard RGB,Peripherals,6,779.94,330,0,144.41,129.99
2024-06-29,Gaming Mouse Pro,Peripherals,8,503.93,224,0,192.69,62.99
2024-06-29,Webcam 4K,Peripherals,5,449.95,200,0,96.03,89.99
2024-06-29,Portable SSD 1TB,Storage,6,719.94,360,0,118.9,119.99
2024-06-29,Phone Case Premium,Accessories,15,374.85,120,2,209.79,24.99
2024-06-29,Screen Protector 3-Pack,Accessories,18,269.82,72,0,174.3,14.99
2024-06-29,Wireless Charger Fast,Accessories,11,384.89,132,0,123.17,34.99
2024-06-29,Bluetooth Speaker,Audio,8,479.92,200,1,194.21,59.99
2024-06-29,Noise Cancelling Headphones,Audio,4,799.96,360,0,40.74,199.99
2024-06-29,Tablet Stand Adjustable,Accessories,10,299.9,100,0,123.34,29.99
2024-06-29,Cable Organizer Set,Accessories,13,259.87,78,1,192.41,19.99
2024-06-30,Wireless Earbuds Pro,Audio,9,719.91,315,0,178.26,79.99
2024-06-30,Smart Watch Ultra,Wearables,4,1079.96,600,0,99.68,269.99
2024-06-30,Laptop Stand Premium,Accessories,7,349.93,126,0,100.28,49.99
2024-06-30,USB-C Hub 7-in-1,Accessories,12,479.88,180,1,219.41,39.99
2024-06-30,Mechanical Keyboard RGB,Peripherals,6,779.94,330,0,149.23,129.99
2024-06-30,Gaming Mouse Pro,Peripherals,8,559.92,224,0,146.09,69.99
2024-06-30,Webcam 4K,Peripherals,5,404.95,200,0,49.35,80.99
2024-06-30,Portable SSD 1TB,Storage,6,719.94,360,0,113.3,119.99
2024-06-30,Phone Case Premium,Accessories,15,374.85,120,0,189.68,24.99
2024-06-30,Screen Protector 3-Pack,Accessories,18,269.82,72,0,147.02,14.99
2024-06-30,Wireless Charger Fast,Accessories,11,384.89,132,1,158.8,34.99
2024-06-30,Bluetooth Speaker,Audio,7,419.93,175,0,76.91,59.99
2024-06-30,Noise Cancelling Headphones,Audio,4,799.96,360,0,65.29,199.99
2024-06-30,Tablet Stand Adjustable,Accessories,9,269.91,90,0,204.41,29.99
2024-06-30,Cable Organizer Set,Accessories,13,259.87,78,1,302.14,19.99
2024-07-01,Wireless Earbuds Pro,Audio,13,1039.87,455,0,180.28,79.99
2024-07-01,Smart Watch Ultra,Wearables,7,2099.93,1050,1,119.27,299.99
2024-07-01,Laptop Stand Premium,Accessories,10,499.9,180,1,161.07,49.99
2024-07-01,USB-C Hub 7-in-1,Accessories,18,719.82,270,0,301.15,39.99
2024-07-01,Mechanical Keyboard RGB,Peripherals,9,1169.91,495,0,129.96,129.99
2024-07-01,Gaming Mouse Pro,Peripherals,12,839.88,336,0,243.99,69.99
2024-07-01,Webcam 4K,Peripherals,8,719.92,320,0,97.88,89.99
2024-07-01,Portable SSD 1TB,Storage,9,1079.91,540,1,100.01,119.99
2024-07-01,Phone Case Premium,Accessories,22,549.78,176,2,363.83,24.99
2024-07-01,Screen Protector 3-Pack,Accessories,27,404.73,108,2,648.23,14.99
2024-07-01,Wireless Charger Fast,Accessories,16,559.84,192,2,211.01,34.99
2024-07-01,Bluetooth Speaker,Audio,11,659.89,275,1,164.02,59.99
2024-07-01,Noise Cancelling Headphones,Audio,6,1199.94,540,0,56.11,199.99
2024-07-01,Tablet Stand Adjustable,Accessories,14,419.86,140,1,151.3,29.99
2024-07-01,Cable Organizer Set,Accessories,19,341.83,114,2,330.99,17.99
2024-07-02,Wireless Earbuds Pro,Audio,14,1119.86,490,2,212.91,79.99
2024-07-02,Smart Watch Ultra,Wearables,7,2099.93,1050,0,113.08,299.99
2024-07-02,Laptop Stand Premium,Accessories,11,549.89,198,1,254.07,49.99
2024-07-02,USB-C Hub 7-in-1,Accessories,19,759.81,285,1,351.06,39.99
2024-07-02,Mechanical Keyboard RGB,Peripherals,9,1169.91,495,1,181.27,129.99
2024-07-02,Gaming Mouse Pro,Peripherals,13,909.87,364,1,157.97,69.99
2024-07-02,Webcam 4K,Peripherals,8,719.92,320,1,175.98,89.99
2024-07-02,Portable SSD 1TB,Storage,10,1199.9,600,0,183.56,119.99
2024-07-02,Phone Case Premium,Accessories,24,599.76,192,3,467.21,24.99
2024-07-02,Screen Protector 3-Pack,Accessories,29,434.71,116,2,342.96,14.99
2024-07-02,Wireless Charger Fast,Accessories,17,535.35,204,2,284.45,31.49
2024-07-02,Bluetooth Speaker,Audio,12,719.88,300,0,173.34,59.99
2024-07-02,Noise Cancelling Headphones,Audio,6,1199.94,540,0,141.23,199.99
2024-07-02,Tablet Stand Adjustable,Accessories,15,449.85,150,1,315.44,29.99
2024-07-02,Cable Organizer Set,Accessories,21,419.79,126,1,272.8,19.99
2024-07-03,Wireless Earbuds Pro,Audio,13,1039.87,455,1,152.06,79.99
2024-07-03,Smart Watch Ultra,Wearables,7,2099.93,1050,0,132.51,299.99
2024-07-03,Laptop Stand Premium,Accessories,10,499.9,180,0,158.72,49.99
2024-07-03,USB-C Hub 7-in-1,Accessories,18,719.82,270,1,252.86,39.99
2024-07-03,Mechanical Keyboard RGB,Peripherals,9,1169.91,495,0,126.15,129.99
2024-07-03,Gaming Mouse Pro,Peripherals,12,755.89,336,1,133.98,62.99
